GeoFIPS,GeoName,GDP,year
40127,"Pushmataha, OK",244812,2022
40129,"Roger Mills, OK",334987,2022
40131,"Rogers, OK",3400014,2022
40133,"Seminole, OK",731956,2022
40135,"Sequoyah, OK",727888,2022
40137,"Stephens, OK",1963783,2022
40139,"Texas, OK",1735104,2022
40141,"Tillman, OK",155625,2022
40143,"Tulsa, OK",42348121,2022
40145,"Wagoner, OK",1311181,2022
40147,"Washington, OK",2585611,2022
40149,"Washita, OK",339135,2022
40151,"Woods, OK",538870,2022
40153,"Woodward, OK",1170241,2022
41001,"Baker, OR",585731,2022
41003,"Benton, OR",4892566,2022
41005,"Clackamas, OR",23062998,2022
41007,"Clatsop, OR",1939009,2022
41009,"Columbia, OR",1467200,2022
41011,"Coos, OR",2406764,2022
41013,"Crook, OR",1174628,2022
41015,"Curry, OR",686578,2022
41017,"Deschutes, OR",11915421,2022
41019,"Douglas, OR",3794980,2022
41021,"Gilliam, OR",286419,2022
41023,"Grant, OR",282907,2022
41025,"Harney, OR",318815,2022
41027,"Hood River, OR",1255219,2022
41029,"Jackson, OR",9855556,2022
41031,"Jefferson, OR",782318,2022
41033,"Josephine, OR",2920767,2022
41035,"Klamath, OR",2441816,2022
41037,"Lake, OR",311474,2022
41039,"Lane, OR",17498035,2022
41041,"Lincoln, OR",2016512,2022
41043,"Linn, OR",4985971,2022
41045,"Malheur, OR",1231233,2022
41047,"Marion, OR",17880904,2022
41049,"Morrow, OR",1410077,2022
41051,"Multnomah, OR",71457989,2022
41053,"Polk, OR",2141422,2022
41055,"Sherman, OR",587821,2022
41057,"Tillamook, OR",1151018,2022
41059,"Umatilla, OR",3539354,2022
41061,"Union, OR",1021799,2022
41063,"Wallowa, OR",360813,2022
41065,"Wasco, OR",1735561,2022
41067,"Washington, OR",53001053,2022
41069,"Wheeler, OR",38246,2022
41071,"Yamhill, OR",3871607,2022
42001,"Adams, PA",3736589,2022
42003,"Allegheny, PA",103222969,2022
42005,"Armstrong, PA",1940681,2022
42007,"Beaver, PA",6288608,2022
42009,"Bedford, PA",1482826,2022
42011,"Berks, PA",20295864,2022
42013,"Blair, PA",6095086,2022
42015,"Bradford, PA",3803007,2022
42017,"Bucks, PA",36888334,2022
42019,"Butler, PA",10761242,2022
42021,"Cambria, PA",4697846,2022
42023,"Cameron, PA",195216,2022
42025,"Carbon, PA",2505504,2022
42027,"Centre, PA",8874509,2022
42029,"Chester, PA",47391773,2022
42031,"Clarion, PA",1098770,2022
42033,"Clearfield, PA",2936902,2022
42035,"Clinton, PA",1390495,2022
42037,"Columbia, PA",2470200,2022
42039,"Crawford, PA",2871256,2022
42041,"Cumberland, PA",17573011,2022
42043,"Dauphin, PA",22513543,2022
42045,"Delaware, PA",34288808,2022
42047,"Elk, PA",1293240,2022
42049,"Erie, PA",11275985,2022
42051,"Fayette, PA",4160458,2022
42053,"Forest, PA",218713,2022
42055,"Franklin, PA",6315961,2022
42057,"Fulton, PA",601894,2022
42059,"Greene, PA",3083162,2022
42061,"Huntingdon, PA",1258764,2022
42063,"Indiana, PA",3465477,2022
42065,"Jefferson, PA",1420211,2022
42067,"Juniata, PA",792823,2022
42069,"Lackawanna, PA",10177297,2022
42071,"Lancaster, PA",30299949,2022
42073,"Lawrence, PA",3131993,2022
42075,"Lebanon, PA",6062233,2022
42077,"Lehigh, PA",24384823,2022
42079,"Luzerne, PA",15081748,2022
42081,"Lycoming, PA",5632842,2022
42083,"McKean, PA",1488825,2022
42085,"Mercer, PA",4178487,2022
42087,"Mifflin, PA",1732194,2022
42089,"Monroe, PA",6952359,2022
42091,"Montgomery, PA",88989489,2022
42093,"Montour, PA",2170821,2022
42095,"Northampton, PA",15768757,2022
42097,"Northumberland, PA",3205558,2022
42099,"Perry, PA",980653,2022
42101,"Philadelphia, PA",106999472,2022
42103,"Pike, PA",1477947,2022
42105,"Potter, PA",762442,2022
42107,"Schuylkill, PA",4912102,2022
42109,"Snyder, PA",1647196,2022
42111,"Somerset, PA",2317508,2022
42113,"Sullivan, PA",281097,2022
42115,"Susquehanna, PA",2109779,2022
42117,"Tioga, PA",1558437,2022
42119,"Union, PA",1872871,2022
42121,"Venango, PA",1666168,2022
42123,"Warren, PA",1236331,2022
42125,"Washington, PA",13486363,2022
42127,"Wayne, PA",1946606,2022
42129,"Westmoreland, PA",14726958,2022
42131,"Wyoming, PA",1330632,2022
42133,"York, PA",21522926,2022
44001,"Bristol, RI",1875969,2022
44003,"Kent, RI",9602314,2022
44005,"Newport, RI",6593017,2022
44007,"Providence, RI",36224406,2022
44009,"Washington, RI",7222393,2022
45001,"Abbeville, SC",579250,2022
45003,"Aiken, SC",7228883,2022
45005,"Allendale, SC",279158,2022
45007,"Anderson, SC",7639295,2022
45009,"Bamberg, SC",347969,2022
45011,"Barnwell, SC",463088,2022
45013,"Beaufort, SC",9561952,2022
45015,"Berkeley, SC",9507009,2022
45017,"Calhoun, SC",609494,2022
45019,"Charleston, SC",35713630,2022
45021,"Cherokee, SC",1876762,2022
45023,"Chester, SC",1209927,2022
45025,"Chesterfield, SC",1410175,2022
45027,"Clarendon, SC",663665,2022
45029,"Colleton, SC",1044936,2022
45031,"Darlington, SC",2663143,2022
45033,"Dillon, SC",754123,2022
45035,"Dorchester, SC",4733451,2022
45037,"Edgefield, SC",636076,2022
45039,"Fairfield, SC",1036326,2022
45041,"Florence, SC",7342000,2022
45043,"Georgetown, SC",2814795,2022
45045,"Greenville, SC",35569030,2022
45047,"Greenwood, SC",3535092,2022
45049,"Hampton, SC",471730,2022
45051,"Horry, SC",15654603,2022
45053,"Jasper, SC",1468768,2022
45055,"Kershaw, SC",2245930,2022
45057,"Lancaster, SC",3718594,2022
45059,"Laurens, SC",2278880,2022
45061,"Lee, SC",389207,2022
45063,"Lexington, SC",14085882,2022
45065,"McCormick, SC",222909,2022
45067,"Marion, SC",605753,2022
45069,"Marlboro, SC",740593,2022
45071,"Newberry, SC",1501360,2022
45073,"Oconee, SC",3835233,2022
45075,"Orangeburg, SC",2895498,2022
45077,"Pickens, SC",4226519,2022
45079,"Richland, SC",27391061,2022
45081,"Saluda, SC",493315,2022
45083,"Spartanburg, SC",17014294,2022
45085,"Sumter, SC",4615733,2022
45087,"Union, SC",688412,2022
45089,"Williamsburg, SC",743568,2022
45091,"York, SC",14101438,2022
46003,"Aurora, SD",114784,2022
46005,"Beadle, SD",891288,2022
46007,"Bennett, SD",98506,2022
46009,"Bon Homme, SD",269539,2022
46011,"Brookings, SD",2157700,2022
46013,"Brown, SD",2426930,2022
46015,"Brule, SD",262759,2022
46017,"Buffalo, SD",74037,2022
46019,"Butte, SD",325485,2022
46021,"Campbell, SD",103658,2022
46023,"Charles Mix, SD",419591,2022
46025,"Clark, SD",229580,2022
46027,"Clay, SD",643402,2022
46029,"Codington, SD",1549760,2022
46031,"Corson, SD",96754,2022
46033,"Custer, SD",267230,2022
46035,"Davison, SD",1262037,2022
46037,"Day, SD",287989,2022
46039,"Deuel, SD",360980,2022
46041,"Dewey, SD",198143,2022
46043,"Douglas, SD",191215,2022
46045,"Edmunds, SD",267962,2022
46047,"Fall River, SD",230378,2022
46049,"Faulk, SD",145187,2022
46051,"Grant, SD",523942,2022
46053,"Gregory, SD",166399,2022
46055,"Haakon, SD",125424,2022
46057,"Hamlin, SD",268722,2022
46059,"Hand, SD",203293,2022
46061,"Hanson, SD",156303,2022
46063,"Harding, SD",52177,2022
46065,"Hughes, SD",1195599,2022
46067,"Hutchinson, SD",408210,2022
46069,"Hyde, SD",126576,2022
46071,"Jackson, SD",76951,2022
46073,"Jerauld, SD",187914,2022
46075,"Jones, SD",56077,2022
46077,"Kingsbury, SD",257247,2022
46079,"Lake, SD",622831,2022
46081,"Lawrence, SD",1322440,2022
46083,"Lincoln, SD",6775275,2022
46085,"Lyman, SD",167707,2022
46087,"McCook, SD",279115,2022
46089,"McPherson, SD",116415,2022
46091,"Marshall, SD",276578,2022
46093,"Meade, SD",909102,2022
46095,"Mellette, SD",41163,2022
46097,"Miner, SD",120549,2022
46099,"Minnehaha, SD",15628961,2022
46101,"Moody, SD",287300,2022
46102,"Oglala Lakota, SD*",345015,2022
46103,"Pennington, SD",6000483,2022
46105,"Perkins, SD",135107,2022
46107,"Potter, SD",154779,2022
46109,"Roberts, SD",380395,2022
46111,"Sanborn, SD",115831,2022
46115,"Spink, SD",414614,2022
46117,"Stanley, SD",130571,2022
46119,"Sully, SD",129741,2022
46121,"Todd, SD",228954,2022
46123,"Tripp, SD",250381,2022
46125,"Turner, SD",421297,2022
46127,"Union, SD",1750465,2022
46129,"Walworth, SD",249196,2022
46135,"Yankton, SD",1381329,2022
46137,"Ziebach, SD",51732,2022
47001,"Anderson, TN",5879426,2022
47003,"Bedford, TN",2169364,2022
47005,"Benton, TN",408882,2022
47007,"Bledsoe, TN",239954,2022
47009,"Blount, TN",6814847,2022
47011,"Bradley, TN",4890310,2022
47013,"Campbell, TN",1033216,2022
47015,"Cannon, TN",321972,2022
47017,"Carroll, TN",689509,2022
47019,"Carter, TN",1115151,2022
47021,"Cheatham, TN",1289656,2022
47023,"Chester, TN",380867,2022
47025,"Claiborne, TN",826427,2022
47027,"Clay, TN",230636,2022
47029,"Cocke, TN",844233,2022
47031,"Coffee, TN",3168153,2022
47033,"Crockett, TN",556744,2022
47035,"Cumberland, TN",1837028,2022
47037,"Davidson, TN",84960706,2022
47039,"Decatur, TN",319960,2022
47041,"DeKalb, TN",813530,2022
47043,"Dickson, TN",2141552,2022
47045,"Dyer, TN",1772448,2022
47047,"Fayette, TN",1437538,2022
47049,"Fentress, TN",510735,2022
47051,"Franklin, TN",1339223,2022
47053,"Gibson, TN",1462232,2022
47055,"Giles, TN",1235750,2022
47057,"Grainger, TN",504545,2022
47059,"Greene, TN",2500149,2022
47061,"Grundy, TN",251007,2022
47063,"Hamblen, TN",3503453,2022
47065,"Hamilton, TN",29590804,2022
47067,"Hancock, TN",94914,2022
47069,"Hardeman, TN",603395,2022
47071,"Hardin, TN",1034833,2022
47073,"Hawkins, TN",1914776,2022
47075,"Haywood, TN",900258,2022
47077,"Henderson, TN",763267,2022
47079,"Henry, TN",1315326,2022
47081,"Hickman, TN",539557,2022
47083,"Houston, TN",148711,2022
47085,"Humphreys, TN",866809,2022
47087,"Jackson, TN",224613,2022
47089,"Jefferson, TN",1768798,2022
47091,"Johnson, TN",431084,2022
47093,"Knox, TN",31851917,2022
47095,"Lake, TN",119543,2022
47097,"Lauderdale, TN",668654,2022
47099,"Lawrence, TN",1131908,2022
47101,"Lewis, TN",332606,2022
47103,"Lincoln, TN",1196060,2022
47105,"Loudon, TN",2387466,2022
47107,"McMinn, TN",2186589,2022
47109,"McNairy, TN",532200,2022
47111,"Macon, TN",609572,2022
47113,"Madison, TN",6367512,2022
47115,"Marion, TN",866354,2022
47117,"Marshall, TN",1287625,2022
47119,"Maury, TN",5066273,2022
47121,"Meigs, TN",263196,2022
47123,"Monroe, TN",1584762,2022
47125,"Montgomery, TN",6791405,2022
47127,"Moore, TN",572461,2022
47129,"Morgan, TN",332871,2022
47131,"Obion, TN",1279031,2022
47133,"Overton, TN",566525,2022
47135,"Perry, TN",174937,2022
47137,"Pickett, TN",143931,2022
47139,"Polk, TN",401140,2022
47141,"Putnam, TN",3902007,2022
47143,"Rhea, TN",2680847,2022
47145,"Roane, TN",2838548,2022
47147,"Robertson, TN",2629545,2022
47149,"Rutherford, TN",20446148,2022
47151,"Scott, TN",506945,2022
47153,"Sequatchie, TN",334016,2022
47155,"Sevier, TN",5292906,2022
47157,"Shelby, TN",66036744,2022
47159,"Smith, TN",728585,2022
47161,"Stewart, TN",946506,2022
47163,"Sullivan, TN",8933380,2022
47165,"Sumner, TN",8686447,2022
47167,"Tipton, TN",1329653,2022
47169,"Trousdale, TN",218877,2022
47171,"Unicoi, TN",586796,2022
47173,"Union, TN",338789,2022
47175,"Van Buren, TN",100160,2022
47177,"Warren, TN",1446301,2022
47179,"Washington, TN",6593572,2022
47181,"Wayne, TN",378657,2022
47183,"Weakley, TN",1127240,2022
47185,"White, TN",799893,2022
47187,"Williamson, TN",29523270,2022
47189,"Wilson, TN",6960269,2022
48001,"Anderson, TX",2106124,2022
48003,"Andrews, TX",2780286,2022
48005,"Angelina, TX",3368400,2022
48007,"Aransas, TX",763505,2022
48009,"Archer, TX",313001,2022
48011,"Armstrong, TX",62086,2022
48013,"Atascosa, TX",2759759,2022
48015,"Austin, TX",1631521,2022
48017,"Bailey, TX",383076,2022
48019,"Bandera, TX",405996,2022
48021,"Bastrop, TX",2961156,2022
48023,"Baylor, TX",182990,2022
48025,"Bee, TX",744954,2022
48027,"Bell, TX",18413285,2022
48029,"Bexar, TX",118422612,2022
48031,"Blanco, TX",506577,2022
48033,"Borden, TX",476668,2022
48035,"Bosque, TX",618711,2022
48037,"Bowie, TX",3735269,2022
48039,"Brazoria, TX",17112749,2022
48041,"Brazos, TX",11626135,2022
48043,"Brewster, TX",420384,2022
48045,"Briscoe, TX",121281,2022
48047,"Brooks, TX",266225,2022
48049,"Brown, TX",1431252,2022
48051,"Burleson, TX",853345,2022
48053,"Burnet, TX",2002938,2022
48055,"Caldwell, TX",1040302,2022
48057,"Calhoun, TX",3752014,2022
48059,"Callahan, TX",364509,2022
48061,"Cameron, TX",12358584,2022
48063,"Camp, TX",412700,2022
48065,"Carson, TX",965886,2022
48067,"Cass, TX",1013243,2022
48069,"Castro, TX",626432,2022
48071,"Chambers, TX",2633280,2022
48073,"Cherokee, TX",1375843,2022
48075,"Childress, TX",311481,2022
48077,"Clay, TX",220675,2022
48079,"Cochran, TX",232190,2022
48081,"Coke, TX",190726,2022
48083,"Coleman, TX",220345,2022
48085,"Collin, TX",84571121,2022
48087,"Collingsworth, TX",80041,2022
48089,"Colorado, TX",894518,2022
48091,"Comal, TX",8231886,2022
48093,"Comanche, TX",467749,2022
48095,"Concho, TX",211151,2022
48097,"Cooke, TX",2461366,2022
48099,"Coryell, TX",1733099,2022
48101,"Cottle, TX",98316,2022
48103,"Crane, TX",626772,2022
48105,"Crockett, TX",551656,2022
48107,"Crosby, TX",235344,2022
48109,"Culberson, TX",2206308,2022
48111,"Dallam, TX",629210,2022
48113,"Dallas, TX",297132937,2022
48115,"Dawson, TX",771993,2022
48117,"Deaf Smith, TX",1369113,2022
48119,"Delta, TX",101588,2022
48121,"Denton, TX",47637898,2022
48123,"DeWitt, TX",2688242,2022
48125,"Dickens, TX",97305,2022
48127,"Dimmit, TX",2134851,2022
48129,"Donley, TX",122250,2022
48131,"Duval, TX",311764,2022
48133,"Eastland, TX",734329,2022
48135,"Ector, TX",11723302,2022
48137,"Edwards, TX",65555,2022
48139,"Ellis, TX",7488713,2022
48141,"El Paso, TX",37151060,2022
48143,"Erath, TX",1712605,2022
48145,"Falls, TX",401408,2022
48147,"Fannin, TX",1029963,2022
48149,"Fayette, TX",1615450,2022
48151,"Fisher, TX",360502,2022
48153,"Floyd, TX",343103,2022
48155,"Foard, TX",108853,2022
48157,"Fort Bend, TX",34650175,2022
48159,"Franklin, TX",459285,2022
48161,"Freestone, TX",911090,2022
48163,"Frio, TX",1044343,2022
48165,"Gaines, TX",1575314,2022
48167,"Galveston, TX",18590021,2022
48169,"Garza, TX",200894,2022
48171,"Gillespie, TX",1360498,2022
48173,"Glasscock, TX",2095538,2022
48175,"Goliad, TX",277818,2022
48177,"Gonzales, TX",2330546,2022
48179,"Gray, TX",1002743,2022
48181,"Grayson, TX",5558816,2022
48183,"Gregg, TX",7985825,2022
48185,"Grimes, TX",1088306,2022
48187,"Guadalupe, TX",11144694,2022
48189,"Hale, TX",1319372,2022
48191,"Hall, TX",84559,2022
48193,"Hamilton, TX",270446,2022
48195,"Hansford, TX",450319,2022
48197,"Hardeman, TX",223356,2022
48199,"Hardin, TX",1378774,2022
48201,"Harris, TX",414182103,2022
48203,"Harrison, TX",4534230,2022
48205,"Hartley, TX",644597,2022
48207,"Haskell, TX",309874,2022
48209,"Hays, TX",10148846,2022
48211,"Hemphill, TX",354695,2022
48213,"Henderson, TX",1902025,2022
48215,"Hidalgo, TX",23120685,2022
48217,"Hill, TX",1143135,2022
48219,"Hockley, TX",1446787,2022
48221,"Hood, TX",2571372,2022
48223,"Hopkins, TX",1826278,2022
48225,"Houston, TX",913800,2022
48227,"Howard, TX",6187601,2022
48229,"Hudspeth, TX",158771,2022
48231,"Hunt, TX",4566803,2022
48233,"Hutchinson, TX",4256802,2022
48235,"Irion, TX",693290,2022
48237,"Jack, TX",424538,2022
48239,"Jackson, TX",575388,2022
48241,"Jasper, TX",1014208,2022
48243,"Jeff Davis, TX",72670,2022
48245,"Jefferson, TX",18535082,2022
48247,"Jim Hogg, TX",161116,2022
48249,"Jim Wells, TX",1597329,2022
48251,"Johnson, TX",6541466,2022
48253,"Jones, TX",504723,2022
48255,"Karnes, TX",4867168,2022
48257,"Kaufman, TX",4637728,2022
48259,"Kendall, TX",2466420,2022
48261,"Kenedy, TX",249177,2022
48263,"Kent, TX",119855,2022
48265,"Kerr, TX",2371562,2022
48267,"Kimble, TX",149011,2022
48269,"King, TX",67791,2022
48271,"Kinney, TX",110819,2022
48273,"Kleberg, TX",1110868,2022
48275,"Knox, TX",258262,2022
48277,"Lamar, TX",2747432,2022
48279,"Lamb, TX",726910,2022
48281,"Lampasas, TX",544735,2022
48283,"La Salle, TX",2293625,2022
48285,"Lavaca, TX",1130385,2022
48287,"Lee, TX",763870,2022
48289,"Leon, TX",754174,2022
48291,"Liberty, TX",2367473,2022
48293,"Limestone, TX",1318301,2022
48295,"Lipscomb, TX",450471,2022
48297,"Live Oak, TX",1566770,2022
48299,"Llano, TX",812753,2022
48301,"Loving, TX",5472260,2022
48303,"Lubbock, TX",14673006,2022
48305,"Lynn, TX",360323,2022
48307,"McCulloch, TX",331455,2022
48309,"McLennan, TX",13527294,2022
48311,"McMullen, TX",958758,2022
48313,"Madison, TX",506938,2022
48315,"Marion, TX",271966,2022
48317,"Martin, TX",6752688,2022
48319,"Mason, TX",114794,2022
48321,"Matagorda, TX",2253655,2022
48323,"Maverick, TX",1851878,2022
48325,"Medina, TX",1159144,2022
48327,"Menard, TX",45795,2022
48329,"Midland, TX",25013723,2022
48331,"Milam, TX",657452,2022
48333,"Mills, TX",254456,2022
48335,"Mitchell, TX",272158,2022
48337,"Montague, TX",626365,2022
48339,"Montgomery, TX",35780381,2022
48341,"Moore, TX",3476445,2022
48343,"Morris, TX",651792,2022
48345,"Motley, TX",36742,2022
48347,"Nacogdoches, TX",2691796,2022
48349,"Navarro, TX",1687056,2022
48351,"Newton, TX",465211,2022
48353,"Nolan, TX",949835,2022
48355,"Nueces, TX",20023410,2022
48357,"Ochiltree, TX",764694,2022
48359,"Oldham, TX",300791,2022
48361,"Orange, TX",4043012,2022
48363,"Palo Pinto, TX",995584,2022
48365,"Panola, TX",2380973,2022
48367,"Parker, TX",5358861,2022
48369,"Parmer, TX",985225,2022
48371,"Pecos, TX",1904800,2022
48373,"Polk, TX",1346148,2022
48375,"Potter, TX",8732579,2022
48377,"Presidio, TX",237632,2022
48379,"Rains, TX",232594,2022
48381,"Randall, TX",4282593,2022
48383,"Reagan, TX",2278407,2022
48385,"Real, TX",77880,2022
48387,"Red River, TX",326175,2022
48389,"Reeves, TX",8203736,2022
48391,"Refugio, TX",360708,2022
48393,"Roberts, TX",163110,2022
48395,"Robertson, TX",2278244,2022
48397,"Rockwall, TX",5437845,2022
48399,"Runnels, TX",358756,2022
48401,"Rusk, TX",2413427,2022
48403,"Sabine, TX",259653,2022
48405,"San Augustine, TX",639415,2022
48407,"San Jacinto, TX",366929,2022
48409,"San Patricio, TX",2901459,2022
48411,"San Saba, TX",149183,2022
48413,"Schleicher, TX",125883,2022
48415,"Scurry, TX",1380323,2022
48417,"Shackelford, TX",283790,2022
48419,"Shelby, TX",1459491,2022
48421,"Sherman, TX",327484,2022
48423,"Smith, TX",12089022,2022
48425,"Somervell, TX",1283535,2022
48427,"Starr, TX",1280408,2022
48429,"Stephens, TX",348802,2022
48431,"Sterling, TX",204022,2022
48433,"Stonewall, TX",117901,2022
48435,"Sutton, TX",197944,2022
48437,"Swisher, TX",430112,2022
48439,"Tarrant, TX",128362818,2022
48441,"Taylor, TX",7149019,2022
48443,"Terrell, TX",71768,2022
48445,"Terry, TX",520712,2022
48447,"Throckmorton, TX",71787,2022
48449,"Titus, TX",2134956,2022
48451,"Tom Green, TX",6628840,2022
48453,"Travis, TX",154338801,2022
48455,"Trinity, TX",272783,2022
48457,"Tyler, TX",464528,2022
48459,"Upshur, TX",844627,2022
48461,"Upton, TX",3965468,2022
48463,"Uvalde, TX",914174,2022
48465,"Val Verde, TX",1855776,2022
48467,"Van Zandt, TX",1385066,2022
48469,"Victoria, TX",4761804,2022
48471,"Walker, TX",2297435,2022
48473,"Waller, TX",4014987,2022
48475,"Ward, TX",2574099,2022
48477,"Washington, TX",2282294,2022
48479,"Webb, TX",11979050,2022
48481,"Wharton, TX",1849554,2022
48483,"Wheeler, TX",332952,2022
48485,"Wichita, TX",5842593,2022
48487,"Wilbarger, TX",775686,2022
48489,"Willacy, TX",553356,2022
48491,"Williamson, TX",30477421,2022
48493,"Wilson, TX",1182766,2022
48495,"Winkler, TX",1229610,2022
48497,"Wise, TX",3241653,2022
48499,"Wood, TX",1519591,2022
48501,"Yoakum, TX",1382608,2022
48503,"Young, TX",912551,2022
48505,"Zapata, TX",606346,2022
48507,"Zavala, TX",532278,2022
49001,"Beaver, UT",440888,2022
49003,"Box Elder, UT",2692240,2022
49005,"Cache, UT",6574773,2022
49007,"Carbon, UT",861838,2022
49009,"Daggett, UT",106948,2022
49011,"Davis, UT",16767342,2022
49013,"Duchesne, UT",1167257,2022
49015,"Emery, UT",1344588,2022
49017,"Garfield, UT",305411,2022
49019,"Grand, UT",693177,2022
49021,"Iron, UT",2242469,2022
49023,"Juab, UT",701826,2022
49025,"Kane, UT",424822,2022
49027,"Millard, UT",998907,2022
49029,"Morgan, UT",392330,2022
49031,"Piute, UT",69953,2022
49033,"Rich, UT",149823,2022
49035,"Salt Lake, UT",112852021,2022
49037,"San Juan, UT",489355,2022
49039,"Sanpete, UT",1042847,2022
49041,"Sevier, UT",1138345,2022
49043,"Summit, UT",4477204,2022
49045,"Tooele, UT",2237428,2022
49047,"Uintah, UT",1903749,2022
49049,"Utah, UT",34912937,2022
49051,"Wasatch, UT",1350926,2022
49053,"Washington, UT",8176823,2022
49055,"Wayne, UT",113423,2022
49057,"Weber, UT",13271364,2022
50001,"Addison, VT",1707585,2022
50003,"Bennington, VT",1775062,2022
50005,"Caledonia, VT",1210195,2022
50007,"Chittenden, VT",12739334,2022
50009,"Essex, VT",142971,2022
50011,"Franklin, VT",2081644,2022
50013,"Grand Isle, VT",191479,2022
50015,"Lamoille, VT",1234437,2022
50017,"Orange, VT",843768,2022
50019,"Orleans, VT",1156463,2022
50021,"Rutland, VT",2773887,2022
50023,"Washington, VT",3965979,2022
50025,"Windham, VT",2316408,2022
50027,"Windsor, VT",2789143,2022
51001,"Accomack, VA",1779121,2022
51007,"Amelia, VA",327025,2022
51009,"Amherst, VA",783250,2022
51011,"Appomattox, VA",325131,2022
51013,"Arlington, VA",38535970,2022
51017,"Bath, VA",232037,2022
51019,"Bedford, VA*",1999962,2022
51021,"Bland, VA",193796,2022
51023,"Botetourt, VA",1366704,2022
51025,"Brunswick, VA",817994,2022
51027,"Buchanan, VA",1137003,2022
51029,"Buckingham, VA",498843,2022
51033,"Caroline, VA",825141,2022
51036,"Charles City, VA",224823,2022
51037,"Charlotte, VA",291313,2022
51041,"Chesterfield, VA",17360574,2022
51043,"Clarke, VA",452177,2022
51045,"Craig, VA",102582,2022
51047,"Culpeper, VA",1976326,2022
51049,"Cumberland, VA",179583,2022
51051,"Dickenson, VA",628526,2022
51057,"Essex, VA",354380,2022
51061,"Fauquier, VA",3006503,2022
51063,"Floyd, VA",394449,2022
51065,"Fluvanna, VA",887409,2022
51067,"Franklin, VA",1604855,2022
51071,"Giles, VA",587213,2022
51073,"Gloucester, VA",945869,2022
51075,"Goochland, VA",3070723,2022
51077,"Grayson, VA",267770,2022
51079,"Greene, VA",472881,2022
51083,"Halifax, VA",1166653,2022
51085,"Hanover, VA",6589348,2022
51087,"Henrico, VA",31163682,2022
51091,"Highland, VA",78582,2022
51093,"Isle of Wight, VA",1365771,2022
51097,"King and Queen, VA",145661,2022
51099,"King George, VA",2159040,2022
51101,"King William, VA",528806,2022
51103,"Lancaster, VA",490604,2022
51105,"Lee, VA",396415,2022
51107,"Loudoun, VA",33320670,2022
51109,"Louisa, VA",2323484,2022
51111,"Lunenburg, VA",239040,2022
51113,"Madison, VA",349632,2022
51115,"Mathews, VA",188645,2022
51117,"Mecklenburg, VA",1139961,2022
51119,"Middlesex, VA",372143,2022
51125,"Nelson, VA",537643,2022
51127,"New Kent, VA",624876,2022
51131,"Northampton, VA",425684,2022
51133,"Northumberland, VA",357410,2022
51135,"Nottoway, VA",553000,2022
51137,"Orange, VA",1096041,2022
51139,"Page, VA",679862,2022
51141,"Patrick, VA",390484,2022
51145,"Powhatan, VA",869048,2022
51147,"Prince Edward, VA",750540,2022
51155,"Pulaski, VA",1560313,2022
51157,"Rappahannock, VA",303242,2022
51159,"Richmond, VA",283840,2022
51167,"Russell, VA",671468,2022
51169,"Scott, VA",428056,2022
51171,"Shenandoah, VA",1770776,2022
51173,"Smyth, VA",1039319,2022
51179,"Stafford, VA",6498922,2022
51181,"Surry, VA",1259572,2022
51183,"Sussex, VA",332177,2022
51185,"Tazewell, VA",1237788,2022
51187,"Warren, VA",1838113,2022
51193,"Westmoreland, VA",446240,2022
51197,"Wythe, VA",1518094,2022
51510,"Alexandria (Independent City), VA",14914516,2022
51550,"Chesapeake (Independent City), VA",11185105,2022
51650,"Hampton (Independent City), VA",6679422,2022
51700,"Newport News (Independent City), VA",15000181,2022
51710,"Norfolk (Independent City), VA",20634709,2022
51740,"Portsmouth (Independent City), VA",6151033,2022
51760,"Richmond (Independent City), VA",26107823,2022
51770,"Roanoke (Independent City), VA",7560859,2022
51800,"Suffolk (Independent City), VA",4295576,2022
51810,"Virginia Beach (Independent City), VA",23422354,2022
51901,"Albemarle + Charlottesville, VA*",13044583,2022
51903,"Alleghany + Covington, VA*",863365,2022
51907,"Augusta, Staunton + Waynesboro, VA*",5371275,2022
51911,"Campbell + Lynchburg, VA*",7314801,2022
51913,"Carroll + Galax, VA*",937381,2022
51918,"Dinwiddie, Colonial Heights + Petersburg, VA*",2967819,2022
51919,"Fairfax, Fairfax City + Falls Church, VA*",139244840,2022
51921,"Frederick + Winchester, VA*",7259919,2022
51923,"Greensville + Emporia, VA*",1602384,2022
51929,"Henry + Martinsville, VA*",2243859,2022
51931,"James City + Williamsburg, VA*",5886776,2022
51933,"Montgomery + Radford, VA*",5698033,2022
51939,"Pittsylvania + Danville, VA*",3537843,2022
51941,"Prince George + Hopewell, VA*",3858712,2022
51942,"Prince William, Manassas + Manassas Park, VA*",22847210,2022
51944,"Roanoke + Salem, VA*",6234527,2022
51945,"Rockbridge, Buena Vista + Lexington, VA*",1277550,2022
51947,"Rockingham + Harrisonburg, VA*",8571712,2022
51949,"Southampton + Franklin, VA*",819503,2022
51951,"Spotsylvania + Fredericksburg, VA*",6978317,2022
51953,"Washington + Bristol, VA*",3364821,2022
51955,"Wise + Norton, VA*",1654302,2022
51958,"York + Poquoson, VA*",2932989,2022
53001,"Adams, WA",1074347,2022
53003,"Asotin, WA",718550,2022
53005,"Benton, WA",12153292,2022
53007,"Chelan, WA",5121948,2022
53009,"Clallam, WA",2777591,2022
53011,"Clark, WA",24917642,2022
53013,"Columbia, WA",353033,2022
53015,"Cowlitz, WA",5531954,2022
